input           | target          | original0       <-> cbow_tfidf_lstm0 || best model: 0:first, 1:second
van             | de              | 1.00219523907   <-> 0.976389229298  || 1
de              | Gentse          | 6.2143034935    <-> 6.16179227829   || 1
Gentse          | </s>            | 6.96444654465   <-> 6.1598200798    || 1
<s>             | feesten         | 11.5917205811   <-> 11.6197004318   || 0
feesten         | voortaan        | 9.88048171997   <-> 9.69483184814   || 1
voortaan        | </s>            | 3.23213505745   <-> 3.58808469772   || 0
<s>             | ten             | 7.60833454132   <-> 7.32853221893   || 1
ten             | days            | 10.696723938    <-> 12.4584522247   || 0
days            | off             | 10.5071926117   <-> 9.6653842926    || 1
off             | </s>            | 3.73931312561   <-> 3.15367484093   || 1
<s>             | de              | 2.2321138382    <-> 1.98693776131   || 1
de              | hoorn           | 9.80308818817   <-> 11.0966339111   || 0
hoorn           | des             | 7.17675065994   <-> 8.41502666473   || 0
des             | <UNK>           | 1.28812861443   <-> 1.145216465     || 1
<UNK>           | zorgt           | 7.68891954422   <-> 7.58051109314   || 1
zorgt           | er              | 4.02474403381   <-> 4.26066732407   || 0
er              | ook             | 3.29092168808   <-> 3.17618823051   || 1
ook             | voor            | 3.37933778763   <-> 2.45741033554   || 1
voor            | dat             | 3.75193595886   <-> 3.77790975571   || 0
dat             | een             | 3.03767585754   <-> 3.83175516129   || 0
een             | aantal          | 5.3279299736    <-> 4.59455823898   || 1
aantal          | avonden         | 8.69339179993   <-> 9.75290679932   || 0
avonden         | een             | 2.89647340775   <-> 2.96993136406   || 0
een             | specifiek       | 9.12524414062   <-> 8.4643201828    || 1
specifiek       | etiket          | 8.43370437622   <-> 7.96748161316   || 1
etiket          | krijgt          | 6.39284944534   <-> 5.97812080383   || 1
krijgt          | opgekleefd      | 13.0649442673   <-> 13.0178375244   || 1
opgekleefd      | </s>            | 0.981429457664  <-> 0.829687952995  || 1
<s>             | zo              | 5.0537109375    <-> 5.28223133087   || 0
zo              | zijn            | 3.38803362846   <-> 3.85039114952   || 0
zijn            | er              | 1.96477603912   <-> 2.00597906113   || 0
er              | <UNK>           | 3.67995429039   <-> 4.0571398735    || 0
<UNK>           | rond            | 6.86623096466   <-> 6.34640026093   || 1
rond            | de              | 1.43057966232   <-> 1.38120186329   || 1
de              | Britse          | 7.36020278931   <-> 6.52896213531   || 1
Britse          | DJ              | 8.9269733429    <-> 10.1643104553   || 0
DJ              | producer        | 9.3927936554    <-> 9.70921039581   || 0
producer        | Andrew          | 7.95253276825   <-> 7.00991344452   || 1
Andrew          | <UNK>           | 1.34185922146   <-> 1.17393290997   || 1
<UNK>           | en              | 2.78676342964   <-> 2.55594468117   || 1
en              | het             | 3.34787940979   <-> 3.25414466858   || 1
het             | Planet          | 12.4315071106   <-> 15.092001915    || 0
Planet          | <UNK>           | 1.41557645798   <-> 1.41768980026   || 0
<UNK>           | van             | 2.45298624039   <-> 2.32696962357   || 1
van             | <UNK>           | 1.91111683846   <-> 1.89812374115   || 1
<UNK>           | Carl            | 9.41298103333   <-> 9.74681949615   || 0
Carl            | Craig           | 9.07655715942   <-> 9.07834339142   || 0
Craig           | </s>            | 2.66170024872   <-> 1.70930171013   || 1
<s>             | de              | 1.93006515503   <-> 1.98693776131   || 0
de              | nieuwe          | 5.04132652283   <-> 4.7976975441    || 1
nieuwe          | Franse          | 6.63556957245   <-> 6.37123346329   || 1
Franse          | lichting        | 9.47232627869   <-> 9.7395772934    || 0
lichting        | komt            | 7.2183713913    <-> 6.60015726089   || 1
komt            | met             | 3.34148812294   <-> 3.87802696228   || 0
met             | een             | 1.65209627151   <-> 1.8057513237    || 0
een             | busje           | 10.111369133    <-> 9.98178291321   || 1
busje           | en              | 3.1855340004    <-> 2.79504966736   || 1
en              | schuift         | 10.3344488144   <-> 9.81672859192   || 1
schuift         | met             | 4.39025020599   <-> 4.985414505     || 0
met             | de              | 1.73695957661   <-> 1.81855869293   || 0
de              | nodige          | 7.40931224823   <-> 6.49338531494   || 1
nodige          | fierheid        | 11.0954961777   <-> 11.0666828156   || 1
fierheid        | <UNK>           | 3.92081451416   <-> 4.41655683517   || 0
<UNK>           | naar            | 5.39989757538   <-> 4.82808637619   || 1
naar            | voren           | 6.2048664093    <-> 5.7812538147    || 1
voren           | </s>            | 0.886629343033  <-> 0.586631178856  || 1
<s>             | het             | 2.74325728416   <-> 2.78782010078   || 0
het             | trio            | 7.07755756378   <-> 7.5329041481    || 0
trio            | mengt           | 10.0714683533   <-> 10.1195287704   || 0
mengt           | elektro         | 12.9489173889   <-> 13.6875114441   || 0
elektro         | disco           | 11.3140716553   <-> 12.0960674286   || 0
disco           | house           | 9.86956310272   <-> 8.98817634583   || 1
house           | techno          | 9.66537094116   <-> 9.17186450958   || 1
techno          | en              | 1.66057550907   <-> 1.22945702076   || 1
en              | hiphop          | 7.52738857269   <-> 7.10918903351   || 1
hiphop          | en              | 1.91227781773   <-> 1.82611095905   || 1
en              | meldt           | 11.2941303253   <-> 10.8123416901   || 1
meldt           | zich            | 4.2892203331    <-> 4.72022342682   || 0
zich            | als             | 4.3462934494    <-> 4.77722167969   || 0
als             | de              | 2.01067590714   <-> 2.01242017746   || 0
de              | opvolger        | 9.3393497467    <-> 7.80781459808   || 1
opvolger        | van             | 0.652035593987  <-> 0.37027785182   || 1
van             | Daft            | 11.2944364548   <-> 11.1211910248   || 1
Daft            | Punk            | 10.7769880295   <-> 8.47488880157   || 1
Punk            | en              | 2.48658370972   <-> 2.19571781158   || 1
en              | Cassius         | 11.9835634232   <-> 12.2915687561   || 0
Cassius         | </s>            | 2.54241275787   <-> 2.98768949509   || 0
<s>             | een             | 3.38843274117   <-> 3.69191384315   || 0
een             | andere          | 5.12948608398   <-> 4.58815765381   || 1
andere          | <UNK>           | 1.82792520523   <-> 2.22733974457   || 0
<UNK>           | is              | 2.82576918602   <-> 2.53371310234   || 1
is              | de              | 2.74805784225   <-> 2.65324902534   || 1
de              | markante        | 11.5626049042   <-> 12.0526504517   || 0
markante        | Britse          | 7.68575954437   <-> 7.53942489624   || 1
Britse          | DJ              | 8.38958358765   <-> 8.51774215698   || 0
DJ              | <UNK>           | 1.49609649181   <-> 2.33049798012   || 0
<UNK>           | <UNK>           | 1.85281002522   <-> 2.03889656067   || 0
<UNK>           | </s>            | 1.69991397858   <-> 1.22212219238   || 1
<s>             | sinds           | 6.60194969177   <-> 6.67996025085   || 0
sinds           | het             | 2.42124986649   <-> 2.33929109573   || 1
het             | midden          | 5.63176345825   <-> 5.23246860504   || 1
midden          | van             | 0.276368886232  <-> 0.385916978121  || 0
van             | de              | 0.997200965881  <-> 0.870190858841  || 1
de              | jaren           | 3.69058036804   <-> 2.39080882072   || 1
jaren           | zeventig        | 2.28923678398   <-> 2.01420545578   || 1
zeventig        | is              | 2.6406929493    <-> 2.74893760681   || 0
is              | de              | 1.65101516247   <-> 1.54429888725   || 1
de              | voormalige      | 7.61112689972   <-> 7.08061647415   || 1
voormalige      | Schotse         | 9.03543758392   <-> 9.17851734161   || 0
Schotse         | <UNK>           | 1.09634590149   <-> 2.07832694054   || 0
<UNK>           | op              | 4.30010223389   <-> 4.09509849548   || 1
op              | zoek            | 4.05105304718   <-> 3.77390885353   || 1
zoek            | naar            | 0.558078169823  <-> 0.200936242938  || 1
naar            | sterke          | 9.7142534256    <-> 8.61462211609   || 1
sterke          | maar            | 8.72613143921   <-> 8.48121643066   || 1
maar            | <UNK>           | 3.06208825111   <-> 3.0072312355    || 1
<UNK>           | funk            | 9.66589927673   <-> 11.1781234741   || 0
funk            | en              | 2.14585232735   <-> 1.87027239799   || 1
en              | <UNK>           | 1.62777543068   <-> 1.52320075035   || 1
<UNK>           | </s>            | 1.27384376526   <-> 1.1431440115    || 1
<s>             | door            | 5.73524713516   <-> 5.8560552597    || 0
door            | de              | 1.26953136921   <-> 1.1722369194    || 1
de              | zaak            | 7.71196269989   <-> 7.06187772751   || 1
zaak            | exclusief       | 11.7863540649   <-> 12.2951107025   || 0
exclusief       | te              | 4.78653812408   <-> 3.92089414597   || 1
te              | houden          | 5.19065237045   <-> 4.68539047241   || 1
houden          | heeft           | 3.71664357185   <-> 4.19518947601   || 0
heeft           | hij             | 2.14580726624   <-> 2.48290848732   || 0
hij             | in              | 3.4418592453    <-> 3.3414618969    || 1
in              | eigen           | 5.85366916656   <-> 5.75478219986   || 1
eigen           | land            | 3.90593743324   <-> 1.907771945     || 1
land            | een             | 1.89662408829   <-> 2.0127325058    || 0
een             | fanatiek        | 10.8602371216   <-> 11.2139759064   || 0
fanatiek        | publiek         | 5.48698043823   <-> 5.63662910461   || 0
publiek         | opgebouwd       | 5.97544670105   <-> 6.36503267288   || 0
opgebouwd       | </s>            | 1.00631725788   <-> 0.871914505959  || 1
<s>             | sinds           | 6.73298883438   <-> 6.67996025085   || 1
sinds           | enkele          | 5.98626899719   <-> 5.14582014084   || 1
enkele          | jaren           | 0.991113781929  <-> 0.930245697498  || 1
jaren           | brengt          | 7.16868972778   <-> 7.40732192993   || 0
brengt          | hij             | 2.19658946991   <-> 2.01386213303   || 1
hij             | zijn            | 4.53504323959   <-> 4.00409984589   || 1
zijn            | schatten        | 11.1028738022   <-> 11.6658744812   || 0
schatten        | uit             | 3.92105221748   <-> 3.65488100052   || 1
uit             | op              | 4.58457994461   <-> 4.03472423553   || 1
op              | de              | 1.343272686     <-> 1.29792022705   || 1
de              | <UNK>           | 1.82418978214   <-> 1.95676839352   || 0
<UNK>           | </s>            | 1.37742400169   <-> 1.15575098991   || 1
<s>             | <UNK>           | 2.90319156647   <-> 3.21614193916   || 0
